objectid,parentid,filename,title,piece_identifier,types,score_order,part_order,part_types,historical_background,physical_notes,key,tempo,premiere_date,creator,date,date is approximate,description,arrangement,subject,location,latitude,longitude,source,box,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
,bukvich0012,halfsongsaxpiano_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/halfsongsaxpiano_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/halfsongsaxpiano_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/halfsongsaxpiano_parts_th.jpg
,bukvich0012,halfsongsaxpiano_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/halfsongsaxpiano_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/halfsongsaxpiano_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/halfsongsaxpiano_scores_th.jpg
bukvich0013,,sonataflpno_sketches.pdf,Sonata for Flute and Piano,sonataflpno,parts;scores;sketches,handwritten score;typeset score;,flute;piano;,typeset parts;,Written for two students Kristen McMullen and Sarah Simpkins for their senior recital. ,,,,,"Bukvich, Daniel",2005-04,yes,Solo flute and piano,Solo flute and piano,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",25,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/sonataflpno_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/sonataflpno_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/sonataflpno_sketches_th.jpg
,bukvich0013,sonataflpno_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/sonataflpno_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/sonataflpno_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/sonataflpno_parts_th.jpg
,bukvich0013,sonataflpno_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/sonataflpno_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/sonataflpno_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/sonataflpno_scores_th.jpg
bukvich0014,,threeakhsongs_scores.pdf,Three Anna Akhmatova Songs,threeakhsongs,scores;,handwritten concert score;,soprano;piano,,"Written for Jennifer Hudson, it uses Anna Akhmatova poems as the text material.",,,,,"Bukvich, Daniel",1996,yes,Solo voice and piano,Solo voice and piano,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",25,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/threeakhsongs_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/threeakhsongs_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/threeakhsongs_scores_th.jpg
bukvich0015,,tptsonata_sketches.pdf,Sonata for Trumpet and Piano,tptsonata,aux;scores;sketches,handwritten concert score;,trumpet;piano,,"Brian Chin, graduate level trumpet but easy accompanist part. Orchestrated later for Wind Ensemble. ",,,,,"Bukvich, Daniel",2008-04,yes,Solo trumpet and piano,Solo trumpet and piano,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",25,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/tptsonata_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/tptsonata_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/tptsonata_sketches_th.jpg
,bukvich0015,tptsonata_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/tptsonata_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/tptsonata_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/tptsonata_aux_th.jpg
,bukvich0015,tptsonata_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/tptsonata_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/tptsonata_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/tptsonata_scores_th.jpg
bukvich0016,,light_sketches.pdf,Light,light,aux;scores;parts;sketches,handwritten concert score;,soprano;alto;tenor;baritone;bass,handwritten parts;typeset parts;,This Hannukah piece was written for the Holiday Concert in 2019.,,,,,"Bukvich, Daniel",2019,,Choir,Choir,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",27,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/light_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/light_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/light_sketches_th.jpg
,bukvich0016,light_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/light_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/light_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/light_aux_th.jpg
,bukvich0016,light_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/light_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/light_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/light_parts_th.jpg
,bukvich0016,light_scores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/light_scores,https://www.lib.uidaho.edu/digital/objects/bukvich/small/light_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/light_scores_th.jpg
bukvich0017,,kineticcode_sketches.pdf,Kinetic Code,kineticcode,sketches;scores;parts;,handwritten score;typeset score;,percussion;piano;,handwritten parts;typeset parts;,"Half of the Bartok Sonata instrumentation for Piano and Percussion. One of two companion pieces for the Bartok Sonata for Two Pianos and Percussion. Written for Jennifer Coiman and Andrew Stallcop for a senior recital at the University of Idaho. Piano and percussion, as opposed to Piano with Timpani. The timpani/piano companion piece has never been composed. This piece has been played extensively around the country as a recital piece.",,,,,"Bukvich, Daniel",1990,yes,Piano and percussion,Piano and percussion,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",29,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/kineticcode_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kineticcode_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kineticcode_sketches_th.jpg
,bukvich0017,kineticcode_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/kineticcode_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kineticcode_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kineticcode_scores_th.jpg
,bukvich0017,kineticcode_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/kineticcode_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kineticcode_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kineticcode_parts_th.jpg
bukvich0018,,lullanova_aux.pdf,Lullanova,lullanova,aux;scores;parts;,handwritten score;typeset score;,,handwritten parts;,Written for Palouse Jazz Project.,,,,,"Bukvich, Daniel",,,Jazz combo,Jazz Combo,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",30,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/lullanova_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/lullanova_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/lullanova_aux_th.jpg
,bukvich0018,lullanova_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/lullanova_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/lullanova_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/lullanova_parts_th.jpg
,bukvich0018,lullanova_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/lullanova_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/lullanova_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/lullanova_scores_th.jpg
bukvich0019,,mainspring_sketches.pdf,Mainspring,mainspring,aux;sketches;parts,,,handwritten parts;,Written for Palouse Jazz Project.,,,,,"Bukvich, Daniel",,,Jazz combo,Jazz Combo,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",30,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/mainspring_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/mainspring_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/mainspring_sketches_th.jpg
,bukvich0019,mainspring_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/mainspring_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/mainspring_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/mainspring_aux_th.jpg
,bukvich0019,mainspring_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/mainspring_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/mainspring_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/mainspring_parts_th.jpg
bukvich0020,,movviol_sketches.pdf,Moving Violation,movviol,sketches;aux;scores;parts;,handwritten score;,,handwritten parts;,"Bukvich's student Josh Hebert asked how to play a ""train beat"" for a country band he was playing in. A student walked in and expressed that no jazz band would play those beats. This piece is a jazz piece that utilizes that train beat. At the same time, Bukvich's student, Liam Marchant, noticed some of the harmonic similiarities between ""Giant Steps"" and the bridge to ""Have You Met Miss Jones?"" in Bukvich's Jazz Theory class. The bridge of this piece is the bridge of ""Have You Met Miss Jones?""",,,,,"Bukvich, Daniel",2021,,Jazz combo,Jazz Combo,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",30,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/movviol_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/movviol_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/movviol_sketches_th.jpg
,bukvich0020,movviol_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/movviol_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/movviol_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/movviol_scores_th.jpg
,bukvich0020,movviol_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/movviol_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/movviol_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/movviol_aux_th.jpg
,bukvich0020,movviol_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/movviol_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/movviol_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/movviol_parts_th.jpg
bukvich0021,,inmemdresden_aux.pdf,In Memoriam Dresden,inmemdresden,aux;scores;parts;,handwritten score;,,handwritten parts;,,The final movement of this work notable has a city on fire embedded within the score.,,,,"Bukvich, Daniel",,,Wind ensemble,Wind Ensemble,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",A,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/inmemdresden_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/inmemdresden_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/inmemdresden_aux_th.jpg
,bukvich0021,inmemdresden_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/inmemdresden_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/inmemdresden_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/inmemdresden_scores_th.jpg
,bukvich0021,inmemdresden_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/inmemdresden_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/inmemdresden_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/inmemdresden_parts_th.jpg
bukvich0022,,ballroomportraits_sketches.pdf,Ballroom Portraits,ballroomportraits,aux;sketches;parts;scores,typeset score;,,typeset parts;,"Comissioned by family of a long time Idaho music educator, Walter Howard Snodgrass. Based on song Snodgrass wrote for his wife in the style of Amercan Song Writer, Robert Russell Bennet. The names of the movements are titled after the inventors of the following dances: The Castle Walk, Fox's Trot, The Charleston, The Motion Picture Waltz, and The Lindy Hop.",,,,,"Bukvich, Daniel",,,Wind ensemble,Wind Ensemble,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",B,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/ballroomportraits_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/ballroomportraits_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/ballroomportraits_sketches_th.jpg
,bukvich0022,ballroomportraits_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/ballroomportraits_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/ballroomportraits_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/ballroomportraits_aux_th.jpg
,bukvich0022,ballroomportraits_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/ballroomportraits_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/ballroomportraits_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/ballroomportraits_parts_th.jpg
,bukvich0022,ballroomportraits_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/ballroomportraits_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/ballroomportraits_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/ballroomportraits_scores_th.jpg
bukvich0023,,kandinsky_sketches.pdf,Meditations on Writings by Vasily Kandinsky,kandinsky,aux;scores;sketches,handwritten score;,,,"Written for Jeff Funderburk at the University of Iowa, this comission was presented with the challenge of creating a score that an audience would have an enjoyable time following along with. Each movement is based off painting conventions by Wassily Kandinsky. The work has seen hundreds of performances around the world. ",The work features many graphic pieces meant to resemble works of Kandinsky. Circular staves and uses of color within the music are integral to the piece's notation.,,,,"Bukvich, Daniel",1996,,Wind ensemble,Wind Ensemble,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",B,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/kandinsky_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kandinsky_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kandinsky_sketches_th.jpg
,bukvich0023,kandinsky_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/kandinsky_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kandinsky_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kandinsky_aux_th.jpg
,bukvich0023,kandinsky_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/kandinsky_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/kandinsky_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/kandinsky_scores_th.jpg
bukvich0024,,symphmovement_sketches.pdf,Symphonic Movement,symphmovement,aux;scores;parts;sketches,handwritten score;typeset score;,conductor;double bass;flute,typeset parts;,Originally comissioned for Idaho All State Band. Should be difficult and a once in a lifetime experience. Write a piece that looks unplayable for the all state band kid.,,,,,"Bukvich, Daniel",,,Wind ensemble,Wind Ensemble,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",B,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/symphmovement_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/symphmovement_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/symphmovement_sketches_th.jpg
,bukvich0024,symphmovement_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/symphmovement_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/symphmovement_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/symphmovement_scores_th.jpg
,bukvich0024,symphmovement_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/symphmovement_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/symphmovement_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/symphmovement_aux_th.jpg
,bukvich0024,symphmovement_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/symphmovement_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/symphmovement_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/symphmovement_parts_th.jpg
bukvich0025,,dedication_sketches.pdf,Dedication,dedication,aux;parts;scores;sketches,handwritten score;,soprano;alto;tenor;baritone;timpani;percussion,handwritten parts;,This Hannukah piece was written for the Holiday Concert.,,,,,"Bukvich, Daniel",,,Choir,Choir,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",n/a,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/dedication_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/dedication_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/dedication_sketches_th.jpg
,bukvich0025,dedication_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/dedication_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/dedication_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/dedication_parts_th.jpg
,bukvich0025,dedication_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/dedication_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/dedication_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/dedication_scores_th.jpg
,bukvich0025,dedication_aux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/dedication_aux.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/dedication_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/dedication_aux_th.jpg
bukvich0026,,flourish_sketches.pdf,Flourish,flourish,parts;scores;sketches,handwritten score;typeset score;,piccolo;flute;oboe;bassoon;clarinet;alto saxophone;tenor saxophone;baritone saxophone;horn;trumpet;trombone;euphonium;tuba;timpani;percussion;,typeset parts;,"Written as a tribute to Bill Larson, a long time band director and music educator in Montana. This piece was comissioned by the Great Falls Symphony to be performed for Larson. This piece was comissioned upon hearing of a terminal cancer diagnosis from Larson, Larson passed from complications of COVID-19 in late January of 2022.",,,,,"Bukvich, Daniel",2022,,Wind ensemble,Wind Ensemble,,"Moscow, ID",46.72583715,-117.0077854,"Professor Daniel Bukvich Composition Archive, University of Idaho Special Collections & Archives",n/a,Text,,application/pdf,Professor Daniel Bukvich Composition Collection,Daniel Bukvich Library,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,compound,https://www.lib.uidaho.edu/digital/objects/bukvich/flourish_sketches.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/flourish_sketches_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/flourish_sketches_th.jpg
,bukvich0026,flourish_parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/flourish_parts.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/flourish_parts_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/flourish_parts_th.jpg
,bukvich0026,flourish_scores.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lib.uidaho.edu/digital/objects/bukvich/flourish_scores.pdf,https://www.lib.uidaho.edu/digital/objects/bukvich/small/flourish_scores_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/flourish_scores_th.jpg
